LAB SAMPLE ID,SITE_NAME,COLLECTION_DATE,Year_Month,SAMPLE TYPE,Experiment,Treatment,Treatment Class,Treatment Number,Plot,SAMPLE DEPTH LABEL,PARAMETER,VALUE,DL,UNITS,DL Flag,ANALYSIS COMMENT
PB11-6016,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,FMeHg,2.578,0.017,ng/L,,
PB11-6030 FMeHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,FMeHg,8.639,0.017,ng/L,,
PB11-6041 FMeHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,FMeHg,24.157,0.017,ng/L,,
PB11-6042,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,FMeHg,12.039,0.017,ng/L,,
PB11-6052 FMeHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,FMeHg,6.709,0.017,ng/L,,
PB11-6052 FMeHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,FMeHg,7.249,0.017,ng/L,,
PB11-6053,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,FMeHg,6.823,0.017,ng/L,,
PB11-6063 FMeHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FMeHg,20.231,0.017,ng/L,,
PB11-6063 FMeHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FMeHg,19.958,0.017,ng/L,,
PB11-6064 FMeHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,FMeHg,10.806,0.017,ng/L,,
PB11-6074 FMeHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,FMeHg,3.973,0.017,ng/L,,
PB11-6074 FMeHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,FMeHg,4.42,0.017,ng/L,,
PB11-6075,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,FMeHg,12.177,0.017,ng/L,,
PB11-6085 FMeHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,FMeHg,8.906,0.017,ng/L,,
PB11-6085 FMeHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,FMeHg,9.553,0.017,ng/L,,
PB11-6086,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,FMeHg,5.669,0.017,ng/L,,
PB11-6096 FMeHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,FMeHg,9.378,0.017,ng/L,,
PB11-6097,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,FMeHg,7.46,0.017,ng/L,,
PB11-6108,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,FMeHg,8.983,0.017,ng/L,,
PB11-6119,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,FMeHg,6.962,0.017,ng/L,,
PB11-6124 FMeHg,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,FMeHg,0.102,0.017,ng/L,,
PB11-6125 FMeHg,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,FMeHg,0.106,0.017,ng/L,,
PB12-6203,Field Blanks,09/24/12,12.75,Field Blank,Plot Amendments,process blank,,,,,FMeHg,0.077,0.286,ng/L,<,
PB12-6204,Field Blanks,09/24/12,12.75,Field Blank,Plot Amendments,process blank,,,,,FMeHg,0.093,0.286,ng/L,<,
PB12-6205,Field Blanks,09/24/12,12.75,Field Blank,Plot Amendments,process blank,,,,,FMeHg,0.223,0.286,ng/L,<,
PB12-6223,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,FMeHg,5.729,0.286,ng/L,,
PB12-6235,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,FMeHg,10.252,0.286,ng/L,,
PB12-6247,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,FMeHg,5.385,0.286,ng/L,,
PB12-6259,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,FMeHg,7.881,0.286,ng/L,,
PB12-6271,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,FMeHg,1.409,0.286,ng/L,,
PB12-6283,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,FMeHg,5.117,0.286,ng/L,,
PB12-6295,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FMeHg,13.136,0.286,ng/L,,
PB12-6295,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FMeHg,13.502,0.286,ng/L,,Distillation Rep
PB12-6307,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,FMeHg,2.941,0.286,ng/L,,
PB12-6319,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,FMeHg,2.681,0.286,ng/L,,
PB12-6331,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,FMeHg,0.478,0.286,ng/L,,
PB12-6331,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,FMeHg,0.485,0.286,ng/L,,Analytical Rep
PB12-6343,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,FMeHg,1.712,0.286,ng/L,,
PB12-6355,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,FMeHg,8.059,0.286,ng/L,,
PB12-6367,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,FMeHg,10.669,0.286,ng/L,,
PB12-6379,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,FMeHg,4.626,0.286,ng/L,,
PB12-6391,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,FMeHg,28.109,0.286,ng/L,,
PB12-6403,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FMeHg,0.961,0.286,ng/L,,
PB12-6415,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,FMeHg,1.854,0.286,ng/L,,
PB12-6427,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,FMeHg,0.973,0.286,ng/L,,
PB10-9000,W21-UM-West-A,09/21/10,10.75,porewater,Plot Amendments,Control-Initial,Control,1,Composite,0-5,FTHg,12.361,0.039,ng/l,,
PB10-9012,W21-UM-West-A,09/21/10,10.75,porewater,Plot Amendments,Sedimite-Initial,Sedimite,5,,0-5,FTHg,5.329,0.039,ng/l,,
PB10-9024,W21-UM-West-A,09/21/10,10.75,porewater,Plot Amendments,Biochar-Initial,Biochar,4,Composite,0-5,FTHg,13.095,0.039,ng/l,,
PB10-9036,W21-UM-West-A,09/21/10,10.75,porewater,Plot Amendments,Lime-Initial,Lime,3,Composite,0-5,FTHg,11.264,0.039,ng/l,,
PB10-9048,W21-UM-West-A,09/21/10,10.75,porewater,Plot Amendments,Iron-Initial,FeCl2,2,Composite,0-5,FTHg,11.928,0.039,ng/l,,
PB10-9082,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,FTHg,55.824,0.039,ng/l,,
PB10-9095,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,FTHg,16.275,0.039,ng/l,,rep avg
PB10-9108,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,FTHg,7.541,0.039,ng/l,,
PB10-9122,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,FTHg,6.824,0.039,ng/l,,
PB10-9135,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,FTHg,4.75,0.039,ng/l,,
PB10-9148,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,FTHg,3.603,0.039,ng/l,,rep avg
PB10-9162,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,FTHg,11.587,0.039,ng/l,,
PB10-9175,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,FTHg,16.906,0.039,ng/l,,
PB10-9188,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,FTHg,15.007,0.039,ng/l,,
PB10-9202,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,FTHg,23.954,0.039,ng/l,,
PB10-9215,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,FTHg,37.769,0.039,ng/l,,
PB10-9228,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FTHg,21.906,0.039,ng/l,,rep avg
PB10-9242,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,FTHg,23.72,0.039,ng/l,,
PB10-9255,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,FTHg,3.923,0.039,ng/l,,
PB10-9268,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,FTHg,19.513,0.039,ng/l,,
PB10-9295,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,FTHg,41.121,0.103,ng/L,,rep avg
PB10-9308,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,FTHg,75.806,0.103,ng/L,,
PB10-9322,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,FTHg,27.815,0.103,ng/L,,
PB10-9335,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,FTHg,31.47,0.103,ng/L,,
PB10-9348,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,FTHg,25.167,0.103,ng/L,,rep avg
PB10-9362,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,FTHg,58.203,0.103,ng/L,,
PB10-9375,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,FTHg,68.332,0.103,ng/L,,
PB10-9388,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,FTHg,84.782,0.103,ng/L,,
PB10-9402,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,FTHg,22.622,0.103,ng/L,,
PB10-9415,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,FTHg,22.082,0.103,ng/L,,
PB10-9428,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FTHg,47.755,0.103,ng/L,,rep avg
PB10-9442,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,FTHg,24.811,0.103,ng/L,,
PB10-9455,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,FTHg,12.324,0.103,ng/L,,
PB10-9468,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,FTHg,71.228,0.103,ng/L,,
PB10-9482,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,silt cap,silt cap,8,,0-5,FTHg,13.351,0.039,ng/l,,
PB10-9495,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,sand cap,sand cap,7,,0-5,FTHg,19.524,0.039,ng/l,,
PB10-9508,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,control,outside control,6,,0-5,FTHg,3.663,0.039,ng/l,,
PB10-9522,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,silt cap,silt cap,8,,0-5,FTHg,36.333,0.103,ng/L,,
PB10-9535,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,sand cap,sand cap,7,,0-5,FTHg,35.626,0.103,ng/L,,
PB10-9548,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,control,outside control,6,,0-5,FTHg,35.554,0.103,ng/L,,
PB10-9560,Field Blanks,10/12/10,10.8333333333333,porewater,Plot Amendments,process blank,process blank,,,0-5,FTHg,0.115,0.103,ng/L,,
PB10-9560,Field Blanks,10/12/10,10.8333333333333,porewater,Plot Amendments,process blank,process blank,,,0-5,FTHg,0.103,0.039,ng/l,,
PB10-9561,Field Blanks,10/12/10,10.8333333333333,porewater,Plot Amendments,process blank,process blank,,,0-5,FTHg,0.175,0.103,ng/L,,
PB10-9561,Field Blanks,10/12/10,10.8333333333333,porewater,Plot Amendments,process blank,process blank,,,0-5,FTHg,0.121,0.039,ng/l,,
PB10-9562,Field Blanks,10/12/10,10.8333333333333,porewater,Plot Amendments,process blank,process blank,,,0-5,FTHg,0.116,0.103,ng/L,,
PB10-9562,Field Blanks,10/12/10,10.8333333333333,porewater,Plot Amendments,process blank,process blank,,,0-5,FTHg,0.128,0.039,ng/l,,
PB11-5022,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,FTHg,9.248,0.23,ng/L,,Rigorous BrCl
PB11-5034,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,FTHg,8.622,0.23,ng/L,,Rigorous BrCl
PB11-5046,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,FTHg,8.961,0.23,ng/L,,Rigorous BrCl
PB11-5058,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,FTHg,10.369,0.23,ng/L,,Rigorous BrCl
PB11-5070,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,FTHg,5.608,0.23,ng/L,,Rigorous BrCl
PB11-5082,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,FTHg,10.965,0.23,ng/L,,Rigorous BrCl
PB11-5094,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,FTHg,11.413,0.23,ng/L,,Rigorous BrCl
PB11-5106,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,FTHg,26.647,0.23,ng/L,,Rigorous BrCl
PB11-5118,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,FTHg,18.421,0.23,ng/L,,Rigorous BrCl
PB11-5130,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,FTHg,15.987,0.23,ng/L,,Rigorous BrCl
PB11-5142,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,FTHg,16.861,0.23,ng/L,,Rigorous BrCl
PB11-5154,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FTHg,22.469,0.1300674,ng/L,,Rigorous BrCl/Dig rep
PB11-5166,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,FTHg,11.444,0.23,ng/L,,Rigorous BrCl
PB11-5178,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,FTHg,9.332,0.23,ng/L,,Rigorous BrCl
PB11-5190,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,FTHg,14.488,0.23,ng/L,,Rigorous BrCl
PB11-5238,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,FTHg,22.448,0.23,ng/L,,Rigorous BrCl
PB11-5250,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,FTHg,12.525,0.23,ng/L,,Rigorous BrCl
PB11-5262,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,FTHg,31.11,0.23,ng/L,,Rigorous BrCl
PB11-5274,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,FTHg,20.435,0.23,ng/L,,Rigorous BrCl
PB11-5286,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,FTHg,6.44,0.06985101,ng/L,,rerun w/ Rig BrCl
PB11-5298,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,FTHg,12.236,0.23,ng/L,,Rigorous BrCl
PB11-5310,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,FTHg,12.072,0.23,ng/L,,Rigorous BrCl
PB11-5322,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,FTHg,21.081,0.23,ng/L,,Rigorous BrCl
PB11-5334,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,FTHg,25.898,0.23,ng/L,,Rigorous BrCl
PB11-5346,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,FTHg,24.076,0.23,ng/L,,Rigorous BrCl
PB11-5358,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,FTHg,12.394,0.23,ng/L,,Rigorous BrCl
PB11-5370,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FTHg,23.178,0.23,ng/L,,Rigorous BrCl
PB11-5382,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,FTHg,12.596,0.23,ng/L,,Rigorous BrCl
PB11-5394,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,FTHg,9.131,0.23,ng/L,,Rigorous BrCl
PB11-5406,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,FTHg,16.255,0.23,ng/L,,Rigorous BrCl
PB11-5453,Field Blanks,06/07/11,11.5,Field Blank,Plot Amendments,process blank,process blank,,,,FTHg,0.204,0.23,ng/L,<,Rigorous BrCl
PB11-5454,Field Blanks,06/07/11,11.5,Field Blank,Plot Amendments,process blank,process blank,,,,FTHg,0.273,0.23,ng/L,,Rigorous BrCl
PB11-5455,Field Blanks,06/07/11,11.5,Field Blank,Plot Amendments,process blank,process blank,,,,FTHg,0.106,0.23,ng/L,<,Rigorous BrCl
PB11-5456,Field Blanks,06/07/11,11.5,Field Blank,Plot Amendments,process blank,process blank,,,,FTHg,0.125,0.23,ng/L,<,Rigorous BrCl
PB11-5861,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,FTHg,22.601,0.1300674,ng/L,,Rigorous BrCl
PB11-5872,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,FTHg,6.487,0.1300674,ng/L,,Rigorous BrCl
PB11-5883,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,FTHg,13.527,0.1300674,ng/L,,Rigorous BrCl
PB11-5894,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,FTHg,4.103,0.1300674,ng/L,,Rigorous BrCl
PB11-5905,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,FTHg,5.847,0.1300674,ng/L,,Rigorous BrCl
PB11-5905,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,FTHg,5.723,0.1300674,ng/L,,Rigorous BrCl/anal rep
PB11-5916,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,FTHg,8.959,0.1300674,ng/L,,Rigorous BrCl
PB11-5927,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,FTHg,6.898,0.1300674,ng/L,,Rigorous BrCl
PB11-5938,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,FTHg,12.452,0.1300674,ng/L,,Rigorous BrCl
PB11-5949,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,FTHg,27.72,0.1300674,ng/L,,Rigorous BrCl
PB11-5949,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,FTHg,28.255,0.1300674,ng/L,,Rigorous BrCl/anal rep
PB11-5960,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,FTHg,8.998,0.1300674,ng/L,,Rigorous BrCl
PB11-5971,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,FTHg,5.65,0.1300674,ng/L,,Rigorous BrCl
PB11-5971,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,FTHg,5.667,0.1300674,ng/L,,Rigorous BrCl/anal rep
PB11-5982,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FTHg,8.315,0.1300674,ng/L,,Rigorous BrCl
PB11-5993,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,FTHg,9.683,0.1300674,ng/L,,Rigorous BrCl
PB11-5993,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,FTHg,9.713,0.1300674,ng/L,,Rigorous BrCl/anal rep
PB11-6004,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,FTHg,7.848,0.1300674,ng/L,,Rigorous BrCl
PB11-6015,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,FTHg,12.595,0.1300674,ng/L,,Rigorous BrCl
PB11-6015,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,FTHg,12.536,0.1300674,ng/L,,Rigorous BrCl/anal rep
PB11-6029 FHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,FTHg,19.441,0.06985101,ng/L,,Rigorous BrCl
PB11-6040 FHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,FTHg,32.478,0.06985101,ng/L,,Rigorous BrCl
PB11-6040 FHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,FTHg,32.075,0.06985101,ng/L,,Rigorous BrCl
PB11-6041,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,FTHg,24.618,0.06985101,ng/L,,Rigorous BrCl
PB11-6051 FHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,FTHg,10.844,0.06985101,ng/L,,Rigorous BrCl
PB11-6052,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,FTHg,12.872,0.06985101,ng/L,,Rigorous BrCl
PB11-6062 FHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FTHg,30.905,0.06985101,ng/L,,Rigorous BrCl
PB11-6062 FHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FTHg,31.389,0.06985101,ng/L,,Rigorous BrCl
PB11-6063,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,FTHg,20.016,0.06985101,ng/L,,Rigorous BrCl
PB11-6073 FHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,FTHg,8.454,0.06985101,ng/L,,Rigorous BrCl
PB11-6074,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,FTHg,19.838,0.06985101,ng/L,,Rigorous BrCl
PB11-6084 FHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,FTHg,14.95,0.06985101,ng/L,,Rigorous BrCl
PB11-6085,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,FTHg,12.515,0.06985101,ng/L,,Rigorous BrCl
