LAB SAMPLE ID,SITE_NAME,COLLECTION_DATE,Year_Month,SAMPLE TYPE,Experiment,Treatment,Treatment Class,Treatment Number,Plot,SAMPLE DEPTH LABEL,PARAMETER,VALUE,DL,UNITS,DL Flag,ANALYSIS COMMENT
PB10-9086,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,aCDOM440,15.43735,,"A, m-1",,
PB10-9099,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,aCDOM440,19.41945,,"A, m-1",,
PB10-9112,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,aCDOM440,19.91728,,"A, m-1",,
PB10-9126,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,aCDOM440,11.12288,,"A, m-1",,
PB10-9139,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,aCDOM440,16.0368,,"A, m-1",,
PB10-9152,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,aCDOM440,35.43576,,"A, m-1",,
PB10-9166,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,aCDOM440,11.32244,,"A, m-1",,
PB10-9179,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,aCDOM440,10.75696,,"A, m-1",,
PB10-9192,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,aCDOM440,9.9184,,"A, m-1",,
PB10-9206,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,aCDOM440,43.93857,,"A, m-1",,
PB10-9206,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,aCDOM440,43.99361,,"A, m-1",,
PB10-9219,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,aCDOM440,19.54809,,"A, m-1",,
PB10-9219,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,aCDOM440,19.6203,,"A, m-1",,
PB10-9232,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,aCDOM440,36.43589,,"A, m-1",,
PB10-9246,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,aCDOM440,56.22306,,"A, m-1",,
PB10-9259,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,aCDOM440,-13.68528,,"A, m-1",,
PB10-9272,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,aCDOM440,44.12997,,"A, m-1",,
PB10-9286,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,aCDOM440,18.6934,,"A, m-1",,
PB10-9299,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,aCDOM440,2.8082,,"A, m-1",,
PB10-9312,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,aCDOM440,7.4503,,"A, m-1",,
PB10-9326,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,aCDOM440,7.7131,,"A, m-1",,
PB10-9339,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,aCDOM440,-8.9511,,"A, m-1",,
PB10-9339,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,aCDOM440,-8.9065,,"A, m-1",,
PB10-9352,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,aCDOM440,-7.9241,,"A, m-1",,
PB10-9366,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,aCDOM440,5.0335,,"A, m-1",,
PB10-9379,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,aCDOM440,-9.3971,,"A, m-1",,
PB10-9392,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,aCDOM440,-3.1306,,"A, m-1",,
PB10-9406,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,aCDOM440,61.4372,,"A, m-1",,
PB10-9419,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,aCDOM440,41.7195,,"A, m-1",,
PB10-9432,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,aCDOM440,0.5691,,"A, m-1",,
PB10-9446,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,aCDOM440,0.3015,,"A, m-1",,
PB10-9459,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,aCDOM440,-2.1841,,"A, m-1",,
PB10-9459,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,aCDOM440,-2.1622,,"A, m-1",,
PB10-9472,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,aCDOM440,3.6013,,"A, m-1",,
PB10-9486,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,silt cap,silt cap,8,,0-5,aCDOM440,13.4526,,"A, m-1",,
PB10-9499,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,sand cap,sand cap,7,,0-5,aCDOM440,13.6846,,"A, m-1",,
PB10-9512,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,control,outside control,6,,0-5,aCDOM440,11.1453,,"A, m-1",,
PB10-9526,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,silt cap,silt cap,8,,0-5,aCDOM440,19.9885,,"A, m-1",,
PB10-9539,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,sand cap,sand cap,7,,0-5,aCDOM440,14.9298,,"A, m-1",,
PB10-9552,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,control,outside control,6,,0-5,aCDOM440,18.3797,,"A, m-1",,
PB10-9572,Field Blanks,10/12/10,10.8333333333333,porewater,Plot Amendments,process blank,process blank,,,0-5,aCDOM440,0.05653886,,"A, m-1",,
PB10-9573,Field Blanks,10/12/10,10.8333333333333,porewater,Plot Amendments,process blank,process blank,,,0-5,aCDOM440,-0.03876875,,"A, m-1",,
PB10-9574,Field Blanks,10/12/10,10.8333333333333,porewater,Plot Amendments,process blank,process blank,,,0-5,aCDOM440,-0.02937942,,"A, m-1",,
PB11-5026,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,aCDOM440,10.1018,,"A, m-1",,
PB11-5038,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,aCDOM440,67.2972,,"A, m-1",,
PB11-5050,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,aCDOM440,40.282,,"A, m-1",,
PB11-5062,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,aCDOM440,35.9674,,"A, m-1",,
PB11-5074,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,aCDOM440,40.0008,,"A, m-1",,
PB11-5086,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,aCDOM440,29.0591,,"A, m-1",,
PB11-5098,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,aCDOM440,-1.175,,"A, m-1",,
PB11-5110,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,aCDOM440,2.8915,,"A, m-1",,
PB11-5122,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,aCDOM440,-9.4394,,"A, m-1",,
PB11-5134,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,aCDOM440,34.3364,,"A, m-1",,
PB11-5134,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,aCDOM440,34.5185,,"A, m-1",,
PB11-5146,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,aCDOM440,52.1808,,"A, m-1",,
PB11-5158,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,aCDOM440,21.7402,,"A, m-1",,
PB11-5170,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,aCDOM440,-5.1121,,"A, m-1",,
PB11-5182,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,aCDOM440,-11.6859,,"A, m-1",,
PB11-5194,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,aCDOM440,40.8247,,"A, m-1",,
PB11-5242,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,aCDOM440,5.3791,,"A, m-1",,
PB11-5254,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,aCDOM440,11.2679,,"A, m-1",,
PB11-5266,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,aCDOM440,17.9819,,"A, m-1",,
PB11-5278,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,aCDOM440,7.9421,,"A, m-1",,
PB11-5290,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,aCDOM440,11.66,,"A, m-1",,
PB11-5290,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,aCDOM440,11.6837,,"A, m-1",,
PB11-5302,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,aCDOM440,9.466,,"A, m-1",,
PB11-5314,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,aCDOM440,31.345,,"A, m-1",,
PB11-5326,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,aCDOM440,12.1377,,"A, m-1",,
PB11-5338,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,aCDOM440,4.621,,"A, m-1",,
PB11-5350,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,aCDOM440,4.5065,,"A, m-1",,
PB11-5362,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,aCDOM440,5.867,,"A, m-1",,
PB11-5374,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,aCDOM440,8.3799,,"A, m-1",,
PB11-5386,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,aCDOM440,6.4481,,"A, m-1",,
PB11-5398,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,aCDOM440,8.5516,,"A, m-1",,
PB11-5410,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,aCDOM440,11.0817,,"A, m-1",,
PB11-5410,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,aCDOM440,11.1546,,"A, m-1",,
PB11-5467,Field Blanks,06/07/11,11.5,Field Blank,Plot Amendments,process blank,process blank,,,,aCDOM440,0.0674,,"A, m-1",,
PB11-5468,Field Blanks,06/07/11,11.5,Field Blank,Plot Amendments,process blank,process blank,,,,aCDOM440,0.0458,,"A, m-1",,
PB11-5469,Field Blanks,06/07/11,11.5,Field Blank,Plot Amendments,process blank,process blank,,,,aCDOM440,-0.0068,,"A, m-1",,
PB11-5865,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,aCDOM440,8.3607,,"A, m-1",,
PB11-5876,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,aCDOM440,4.5582,,"A, m-1",,
PB11-5887,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,aCDOM440,27.8175,,"A, m-1",,
PB11-5898,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,aCDOM440,1.5735,,"A, m-1",,
PB11-5909,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,aCDOM440,7.2604,,"A, m-1",,
PB11-5920,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,aCDOM440,3.8039,,"A, m-1",,
PB11-5920,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,aCDOM440,3.7612,,"A, m-1",,
PB11-5931,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,aCDOM440,0.2838,,"A, m-1",,
PB11-5942,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,aCDOM440,-17.6212,,"A, m-1",,
PB11-5953,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,aCDOM440,3.9159,,"A, m-1",,
PB11-5964,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,aCDOM440,10.7852,,"A, m-1",,
PB11-5975,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,aCDOM440,1.4549,,"A, m-1",,
PB11-5986,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,aCDOM440,3.4516,,"A, m-1",,
PB11-5997,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,aCDOM440,-14.822,,"A, m-1",,
PB11-6008,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,aCDOM440,-41.3638,,"A, m-1",,
PB11-6008,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,aCDOM440,-41.4415,,"A, m-1",,
PB11-6019,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,aCDOM440,-0.259,,"A, m-1",,
PB11-6019,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,aCDOM440,-0.5595,,"A, m-1",,
PB11-6033 Org's,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,aCDOM440,1.0827,,"A, m-1",,
PB11-6044 Org's,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,aCDOM440,8.2157,,"A, m-1",,
PB11-6045,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,aCDOM440,,,"A, m-1",,
PB11-6055 Org's,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,aCDOM440,4.5456,,"A, m-1",,
PB11-6056,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,aCDOM440,4.0281,,"A, m-1",,
PB11-6066 Org's,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,aCDOM440,6.3514,,"A, m-1",,
PB11-6067,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,aCDOM440,-0.5798,,"A, m-1",,
PB11-6077 Org's,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,aCDOM440,8.0653,,"A, m-1",,
PB11-6078,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,aCDOM440,4.076,,"A, m-1",,
PB11-6088 Org's,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,aCDOM440,7.6624,,"A, m-1",,
PB11-6089,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,aCDOM440,2.9715,,"A, m-1",,
PB11-6099 Org's,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,aCDOM440,-7.9131,,"A, m-1",,
PB11-6099 Org's,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,aCDOM440,-8.382,,"A, m-1",,
PB11-6100,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,aCDOM440,-1.4421,,"A, m-1",,
PB11-6111,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,aCDOM440,10.9213,,"A, m-1",,
PB11-6122,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,aCDOM440,3.6728,,"A, m-1",,
PB11-6132 Org's,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,aCDOM440,-0.0014,,"A, m-1",,
PB11-6133 Org's,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,aCDOM440,0.1825,,"A, m-1",,
PB11-6134 Org's,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,aCDOM440,0.0285,,"A, m-1",,
PB12-6212,Field Blanks,09/24/12,12.75,Field Blank,Plot Amendments,process blank,,,,,aCDOM440,-0.0125,,"A, m-1",,
PB12-6213,Field Blanks,09/24/12,12.75,Field Blank,Plot Amendments,process blank,,,,,aCDOM440,0.0932,,"A, m-1",,
PB12-6214,Field Blanks,09/24/12,12.75,Field Blank,Plot Amendments,process blank,,,,,aCDOM440,-0.0209,,"A, m-1",,
PB12-6226,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,aCDOM440,1.8954,,"A, m-1",,
PB12-6238,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,aCDOM440,2.5889,,"A, m-1",,
PB12-6250,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,aCDOM440,3.9452,,"A, m-1",,
PB12-6262,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,aCDOM440,3.9779,,"A, m-1",,
PB12-6274,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,aCDOM440,3.6975,,"A, m-1",,
PB12-6286,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,aCDOM440,3.3416,,"A, m-1",,
PB12-6298,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,aCDOM440,,,"A, m-1",,
PB12-6310,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,aCDOM440,2.0946,,"A, m-1",,
PB12-6310,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,aCDOM440,2.0168,,"A, m-1",,
PB12-6322,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,aCDOM440,2.0103,,"A, m-1",,
PB12-6334,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,aCDOM440,3.3402,,"A, m-1",,
PB12-6346,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,aCDOM440,3.659,,"A, m-1",,
PB12-6358,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,aCDOM440,1.5793,,"A, m-1",,
PB12-6370,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,aCDOM440,1.4211,,"A, m-1",,
PB12-6382,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,aCDOM440,2.0637,,"A, m-1",,
PB12-6394,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,aCDOM440,2.8048,,"A, m-1",,
PB12-6406,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,aCDOM440,1.62,,"A, m-1",,
PB12-6418,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,aCDOM440,1.3512,,"A, m-1",,
PB12-6430,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,aCDOM440,1.3527,,"A, m-1",,
PB12-6430,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,aCDOM440,1.6999,,"A, m-1",,
PB11-5593,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R1.2-Biochar,Biochar,4,1,,Air Temp,,,,,
PB11-5594,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R1.3-Control,Control,1,1,,Air Temp,,,,,
PB11-5595,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,,Air Temp,,,,,
PB11-5596,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,,Air Temp,,,,,
PB11-5597,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,,Air Temp,,,,,
PB11-5598,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R2.2-Biochar,Biochar,4,2,,Air Temp,,,,,
PB11-5599,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R2.3-Lime,Lime,3,2,,Air Temp,,,,,
PB11-5600,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R2.4-Control,Control,1,2,,Air Temp,,,,,
PB11-5601,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,,Air Temp,,,,,
PB11-5602,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,,Air Temp,,,,,
PB11-5603,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R3.2-Control,Control,1,3,,Air Temp,,,,,
PB11-5604,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R3.3-Biochar,Biochar,4,3,,Air Temp,,,,,
PB11-5605,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,,Air Temp,,,,,
PB11-5606,W21-UM-West-A,06/06/11,11.5,Sediment,Plot Amendments,R3.5-Lime,Lime,3,3,,Air Temp,,,,,
PB11-5607,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R1.1-Lime,Lime,3,1,,Air Temp,,,,,
PB11-5608,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R1.2-Biochar,Biochar,4,1,,Air Temp,,,,,
PB11-5609,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R1.3-Control,Control,1,1,,Air Temp,,,,,
PB11-5610,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,,Air Temp,,,,,
PB11-5611,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,,Air Temp,,,,,
PB11-5612,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,,Air Temp,,,,,
PB11-5613,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R2.2-Biochar,Biochar,4,2,,Air Temp,,,,,
PB11-5614,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R2.3-Lime,Lime,3,2,,Air Temp,,,,,
PB11-5615,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R2.4-Control,Control,1,2,,Air Temp,,,,,
PB11-5616,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,,Air Temp,,,,,
PB11-5617,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,,Air Temp,,,,,
PB11-5618,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R3.2-Control,Control,1,3,,Air Temp,,,,,
PB11-5619,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R3.3-Biochar,Biochar,4,3,,Air Temp,,,,,
PB11-5620,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,,Air Temp,,,,,
PB11-5621,W21-UM-Central-B,06/06/11,11.5,Sediment,Plot Amendments,R3.5-Lime,Lime,3,3,,Air Temp,,,,,
