site name,site code,state,system,subsite,latitude,longitude,individual ID,sample date,sample month,sample day,sample year,taxonomic group,Genus,species,common name,wet weight N,wet weight mean,wet weight st. dev,wet weight min,wet weight max,wet weight median,dry weight N,dry weight mean,dry weight st. dev.,dry weight min,dry weight max,dry weight median,length N,length mean,length st dev,length min,length max,length median,MeHg N,MeHg mean,MeHg st dev,MeHg min,MeHg max,MeHg median,THg sum N,THg sum mean,THg sum st dev,THg sum min,THg sum max,THg sum median,DMA N,DMA mean,DMA st dev,DMA min,DMA max,DMA median,,,N,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,tidal cycle,dissolved MeHg (pM),dissolved THg (pM),DOC (ug/L),salinity,temp (deg C),conductivity (uS/cm),pH,DO %sat,DO (mg/L),TSS (mg/L),particulate MeHg (pmol/g),particulate THg (pmol/g),Cha (ug/L),Pha (ug/L),nitrate (ug/L),nitrite (ug/L as N),phosphate (ug/L as P),ammonia (ug/L as N)
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,,,,2013,,,,silverside,5,2.48836,1.1721665359,1.3133,4.0415,2.0708,5,0.59586,0.2846375028,0.3095,0.9588,0.5092,5,75,9.8234413522,62,85,75,5,175.20406995,40.644222235,122.64832769,233.32280043,180.07487014,5,177.28110114,41.520388003,123.95058885,236.82066799,181.35150638,5,179.294,44.318937036,118.7,240.5,187.07,BI-L,2013,August,4,0.2825775875,0.1452494365,0.111628335,0.413763475,0.30245927,4,6.795,3.2469190525,3.89,9.98,6.655,4,1.13625,0.3295546237,0.865,1.615,1.0325,4,5.8760543363,4.8682258149,1.2126923954,10.0795,6.1060124749,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,1.34,5.445,3132,24.173333333,20.486666667,38039.333333,7,,3.7466666667,3.7,84.6,497.2972973,4.8752718985,2.7458769615,28.28,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,,,,2013,,,,striped killifish,5,2.8475,1.5016806218,1.0422,4.5982,3.0368,5,0.68526,0.3814764645,0.2209,1.101,0.72,5,61.4,13.049904214,44,75,65,5,12.652283312,1.3614675822,11.186855009,14.539895925,12.612075824,5,14.923940152,2.3632701108,12.62921225,18.230892198,14.283609261,5,15.694,5.340470953,11.29,22.33,12.3,BI-L,2013,August,4,0.2825775875,0.1452494365,0.111628335,0.413763475,0.30245927,4,6.795,3.2469190525,3.89,9.98,6.655,4,1.13625,0.3295546237,0.865,1.615,1.0325,4,5.8760543363,4.8682258149,1.2126923954,10.0795,6.1060124749,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,1.34,5.445,3132,24.173333333,20.486666667,38039.333333,7,,3.7466666667,3.7,84.6,497.2972973,4.8752718985,2.7458769615,28.28,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,,,,2015,,,,grass shrimp,5,0.6001,0.3243489325,0.2198,0.9844,0.7205,5,0.12316,0.0692051877,0.0439,0.1933,0.1625,5,32.1,5.2962250707,26.5,39,34,5,187.174,122.59684042,61.98,390.4,167.1,5,210.796,131.24228313,77,428.04,181.1,0,,,,,,BI-L,2015,August,0,,,,,,0,,,,,,0,,,,,,0,,,,,,9,0.4201892946,0.1556986275,0.2625275278,0.7134772168,0.3851171631,9,11.450296296,2.8922687035,6.9806,16.509,11.8823,9,1.5899155371,0.4554721879,1.0257395881,2.3206751055,1.6051364366,9,3.6483404828,0.8235040047,2.8323096373,4.8558853948,3.2103435949,High,0.157,3.91420244009149,5573.7954082,31.22,23.52,47811,7.79,106.73,7.74,58.482,3.3685578469,61.095721761,3.37,0.876,BDL,BDL,7.751791,BDL
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,,,,2015,,,,mummichog,5,3.6214,0.740462261,2.7587,4.7985,3.5712,5,0.84802,0.2072938663,0.6413,1.188,0.8141,5,66.5,4.4440972087,62,72,66,5,130.216,33.83716049,82.14,161.33,139.49,5,135.368,34.7756721,86.12,168.88,145.99,5,151.88,30.850453805,111.35,187.61,151.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,0.157,3.9142024401,5573.7954082,31.37,23.945,48016.335,7.895,121.665,8.795,38.041,5.0933698325,81.229679062,2.6045,0.6065,0.158313,,9.86781625,22.952553191
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,,,,2015,,,,silverside,5,0.5071,0.0720064928,0.4365,0.616,0.4972,5,0.11256,0.0165602838,0.0922,0.1331,0.1158,5,47.6,1.1401754251,46,49,48,5,160.128,20.24661873,138.54,191.56,159.21,5,166.218,20.572461447,144.39,197.91,164.85,5,185.046,21.800028211,164.3,216.83,186.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,0.157,3.9142024401,5573.7954082,31.37,23.945,48016.335,7.895,121.665,8.795,38.041,5.0933698325,81.229679062,2.6045,0.6065,0.158313,,9.86781625,22.952553191
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,,,,2012,,,,croaker,3,8.7237333333,0.7175524534,8.0051,9.4402,8.7259,3,1.989,0.0945321109,1.9066,2.0922,1.9682,3,94.666666667,3.2145502537,91,97,96,3,25.466666667,5.9618229874,19.3,31.2,25.9,3,30.5,4.3,25.7,34,31.8,3,29.536666667,9.5202433442,18.71,36.6,33.3,BW,2012,July,4,4.8983833769,4.8836952228,0.3069570716,9.3652051261,4.960685655,4,132.14375,145.11746622,18.63,321.9325,94.00625,4,11.038971926,8.0393926974,2.0899789144,20.615275813,10.725316488,4,3.8634425122,1.9093765143,1.6476493377,5.662489773,4.0718154691,0,,,,,,20,110.403225,128.5990723,4.479,419.435,31.9705,20,22.620622003,26.916598094,0.4793863854,70.764119601,8.4586808024,0,,,,,,High,0.28,2.78,3070,5.3,29.323333333,9338.1666667,7.665,96.033333333,7.095,26.9,4.7583643123,560.96654275,18.6,,365.26,,,
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,,,,2012,,,,eel,1,1.3073,,1.3073,1.3073,1.3073,1,0.4083,,0.4083,0.4083,0.4083,1,109,,109,109,109,1,97.2,,97.2,97.2,97.2,1,198.1,,198.1,198.1,198.1,1,103.79,,103.79,103.79,103.79,BW,2012,July,4,4.8983833769,4.8836952228,0.3069570716,9.3652051261,4.960685655,4,132.14375,145.11746622,18.63,321.9325,94.00625,4,11.038971926,8.0393926974,2.0899789144,20.615275813,10.725316488,4,3.8634425122,1.9093765143,1.6476493377,5.662489773,4.0718154691,0,,,,,,20,110.403225,128.5990723,4.479,419.435,31.9705,20,22.620622003,26.916598094,0.4793863854,70.764119601,8.4586808024,0,,,,,,High,0.28,2.78,3070,5.3,29.323333333,9338.1666667,7.665,96.033333333,7.095,26.9,4.7583643123,560.96654275,18.6,,365.26,,,
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,,,,2012,,,,grass shrimp,3,0.4997333333,0.1609800712,0.3564,0.6739,0.4689,3,0.1130666667,0.0390589725,0.0826,0.1571,0.0995,3,37.333333333,0.5773502692,37,38,37,3,22.1,26.178808223,3.3,52,11,3,34.3,25.005399417,14.5,62.4,26,3,43.32,28.779075732,18.88,75.04,36.04,BW,2012,July,4,4.8983833769,4.8836952228,0.3069570716,9.3652051261,4.960685655,4,132.14375,145.11746622,18.63,321.9325,94.00625,4,11.038971926,8.0393926974,2.0899789144,20.615275813,10.725316488,4,3.8634425122,1.9093765143,1.6476493377,5.662489773,4.0718154691,0,,,,,,20,110.403225,128.5990723,4.479,419.435,31.9705,20,22.620622003,26.916598094,0.4793863854,70.764119601,8.4586808024,0,,,,,,High,0.28,2.78,3070,5.3,29.323333333,9338.1666667,7.665,96.033333333,7.095,26.9,4.7583643123,560.96654275,18.6,,365.26,,,
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,,,,2012,,,,mummichog,4,5.162875,2.1377917382,2.9886,8.1075,4.7777,4,1.312125,0.4232800836,1.0287,1.9389,1.14045,4,74.25,7.3654599313,65,83,74.5,4,60.625,16.059550637,46.5,83.2,56.4,4,63.975,17.430504869,49.1,88.4,59.2,4,77.01,31.124295976,52.45,118.54,68.525,BW,2012,July,4,4.8983833769,4.8836952228,0.3069570716,9.3652051261,4.960685655,4,132.14375,145.11746622,18.63,321.9325,94.00625,4,11.038971926,8.0393926974,2.0899789144,20.615275813,10.725316488,4,3.8634425122,1.9093765143,1.6476493377,5.662489773,4.0718154691,0,,,,,,20,110.403225,128.5990723,4.479,419.435,31.9705,20,22.620622003,26.916598094,0.4793863854,70.764119601,8.4586808024,0,,,,,,High,0.28,2.78,3070,5.3,29.323333333,9338.1666667,7.665,96.033333333,7.095,26.9,4.7583643123,560.96654275,18.6,,365.26,,,
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,,,,2012,,,,striped bass,2,0.30045,0.0415071681,0.2711,0.3298,0.30045,2,0.05595,0.0153442172,0.0451,0.0668,0.05595,2,124.5,17.67766953,112,137,124.5,2,277.2,57.417070632,236.6,317.8,277.2,2,281.45,59.75052301,239.2,323.7,281.45,2,301.13,67.67011896,253.28,348.98,301.13,BW,2012,July,4,4.8983833769,4.8836952228,0.3069570716,9.3652051261,4.960685655,4,132.14375,145.11746622,18.63,321.9325,94.00625,4,11.038971926,8.0393926974,2.0899789144,20.615275813,10.725316488,4,3.8634425122,1.9093765143,1.6476493377,5.662489773,4.0718154691,0,,,,,,20,110.403225,128.5990723,4.479,419.435,31.9705,20,22.620622003,26.916598094,0.4793863854,70.764119601,8.4586808024,0,,,,,,High,0.28,2.78,3070,5.3,29.323333333,9338.1666667,7.665,96.033333333,7.095,26.9,4.7583643123,560.96654275,18.6,,365.26,,,
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,,,,,2012,,,,white perch,2,7.3584,1.6411948391,6.1979,8.5189,7.3584,2,1.47175,0.3944948732,1.1928,1.7507,1.47175,2,92.5,7.7781745931,87,98,92.5,2,44.65,10.394469683,37.3,52,44.65,2,48.25,10.818733752,40.6,55.9,48.25,2,49.945,8.8600479683,43.68,56.21,49.945,BW,2012,July,4,4.8983833769,4.8836952228,0.3069570716,9.3652051261,4.960685655,4,132.14375,145.11746622,18.63,321.9325,94.00625,4,11.038971926,8.0393926974,2.0899789144,20.615275813,10.725316488,4,3.8634425122,1.9093765143,1.6476493377,5.662489773,4.0718154691,0,,,,,,20,110.403225,128.5990723,4.479,419.435,31.9705,20,22.620622003,26.916598094,0.4793863854,70.764119601,8.4586808024,0,,,,,,High,0.28,2.78,3070,5.3,29.323333333,9338.1666667,7.665,96.033333333,7.095,26.9,4.7583643123,560.96654275,18.6,,365.26,,,
Drake's Island,DI-H,ME,Webhannet River,HOC,43.33027,-70.55853,,,,,2015,,,,grass shrimp,5,0.35192,0.0315419086,0.3174,0.3883,0.3463,5,0.06458,0.008236322,0.0556,0.0727,0.0671,5,31.5,1.1180339887,30,33,31.5,5,4.692,0.7918143722,4.08,5.77,4.18,5,9.94,1.1339532618,8.56,11.71,9.74,0,,,,,,DI-H,2015,September,0,,,,,,0,,,,,,0,,,,,,0,,,,,,9,0.4289139417,0.2843103867,0.2148137668,0.9660546049,0.2989234279,9,16.417285185,10.654937833,6.2009666667,31.8988,11.259,9,5.7574295336,1.8407045491,3.6943635169,9.1585102602,5.6656199542,9,3.0686229782,1.3710388433,0.998329064,5.4803669046,3.3408286053,High,0.022335623347205,1.74477008741546,4805.6050806,31.64,21.53,48396.67,7.63,113.93,8.6,64.261,0.4824076812,9.3369228615,1.701,0.1,BDL,BDL,10.1566115,29.2123404255319
Drake's Island,DI-H,ME,Webhannet River,HOC,43.33027,-70.55853,,,,,2015,,,,mummichog,5,3.71902,1.2268987762,2.6279,5.6703,3.5066,5,0.90068,0.2945155802,0.6451,1.3596,0.8498,5,67,6.9282032303,60,76,66,5,30.126,9.153170489,18.44,39.49,34.85,5,34.468,9.2583135613,22.79,42.78,39.02,5,34.92,9.6600517597,21.14,44.13,40.25,DI-H,2015,September,0,,,,,,0,,,,,,0,,,,,,0,,,,,,9,0.4289139417,0.2843103867,0.2148137668,0.9660546049,0.2989234279,9,16.417285185,10.654937833,6.2009666667,31.8988,11.259,9,5.7574295336,1.8407045491,3.6943635169,9.1585102602,5.6656199542,9,3.0686229782,1.3710388433,0.998329064,5.4803669046,3.3408286053,High,0.022335623347205,1.74477008741546,4805.6050806,31.64,21.53,48396.67,7.63,113.93,8.6,64.261,0.4824076812,9.3369228615,1.701,0.1,BDL,BDL,10.1566115,29.2123404255319
Drake's Island,DI-H,ME,Webhannet River,HOC,43.33027,-70.55853,,,,,2015,,,,silverside,5,1.0503,0.1939675617,0.7993,1.217,1.1382,5,0.22826,0.04995526,0.1658,0.2726,0.248,5,57.8,5.4037024344,51,63,61,5,29.96,4.3602694871,23.24,35.04,29.81,5,34.298,4.6852075728,26.96,38.74,34.13,5,33.608,4.1534166658,28.08,39.26,33.12,DI-H,2015,September,0,,,,,,0,,,,,,0,,,,,,0,,,,,,9,0.4289139417,0.2843103867,0.2148137668,0.9660546049,0.2989234279,9,16.417285185,10.654937833,6.2009666667,31.8988,11.259,9,5.7574295336,1.8407045491,3.6943635169,9.1585102602,5.6656199542,9,3.0686229782,1.3710388433,0.998329064,5.4803669046,3.3408286053,High,0.022335623347205,1.74477008741546,4805.6050806,31.64,21.53,48396.67,7.63,113.93,8.6,64.261,0.4824076812,9.3369228615,1.701,0.1,BDL,BDL,10.1566115,29.2123404255319
Drake's Island,DI-L,ME,Webhannet River,LOC,43.32265,-70.55818,,,,,2015,,,,mummichog,5,5.4663,1.112218425,4.1295,6.7393,5.7022,5,1.35258,0.2746058758,1.0049,1.6788,1.4039,5,74.6,4.2778499272,69,78,77,5,18.786,8.7235646384,6.45,30.68,19.68,5,21.852,9.3413580383,8.73,34.48,22.38,5,27.352,8.0792710067,20.05,40.72,26.39,DI-L,2015,September,0,,,,,,0,,,,,,0,,,,,,0,,,,,,9,0.0727418433,0.1238528506,0.0033399966,0.3907775363,0.0226772152,9,5.9485,3.7483467983,2.1842,14.1399,4.7602,9,1.1130250835,0.4098647922,0.5673997218,2.0065250468,1.0165184244,9,1.011817159,1.2504038312,0.1224342277,3.9451357993,0.5397794729,High,0.0218593399,2.3339102029,5367.3832917,32.25,18.035,49222.625,7.85,108.405,8.695,12.393,3.2193325168,92.766625243,2.661,0.1165,,,12.1758555,20.56787234
Drake's Island,DI-L,ME,Webhannet River,LOC,43.32265,-70.55818,,,,,2015,,,,sand shrimp,5,0.3485,0.0829773162,0.2211,0.4423,0.3582,5,0.0658,0.0185819805,0.0366,0.0861,0.0653,5,33.3,2.6362852653,30,36,34.5,5,21.704,7.4916707082,13.81,33.12,21.22,5,33.912,8.7563045858,26.61,48.34,33.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,0.0218593399,2.3339102029,5367.3832917,32.25,18.035,49222.625,7.85,108.405,8.695,12.393,3.2193325168,92.766625243,2.661,0.1165,,,12.1758555,20.56787234
Drake's Island,DI-L,ME,Webhannet River,LOC,43.32265,-70.55818,,,,,2015,,,,silverside,5,1.06714,0.1265069879,0.9268,1.265,1.0674,5,0.23792,0.0242372028,0.2112,0.2739,0.2405,5,59.6,2.0736441353,57,62,60,5,32.52,5.4378074626,23.59,37.88,34.02,5,36.682,5.4266075959,28.67,43.33,37.2,5,41.132,4.6419252471,37.6,48.19,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,0.0218593399,2.3339102029,5367.3832917,32.25,18.035,49222.625,7.85,108.405,8.695,12.393,3.2193325168,92.766625243,2.661,0.1165,,,12.1758555,20.56787234
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,,,,2012,,,,blue crab,3,10.2952,9.0430313186,5.0193,20.737,5.1293,3,3.9334,3.1852981477,1.9767,7.6089,2.2146,3,46.333333333,10.408329997,38,58,43,3,14.233333333,6.5255906502,7.4,20.4,14.9,3,15.366666667,6.610849668,8.3,21.4,16.4,3,21.03,6.7472883442,14.66,28.1,20.33,FS,2012,July,4,0.2266430975,0.2074116382,0.0577551289,0.5253363186,0.1617404712,4,19.92625,6.1820241763,12.54,27.52,19.8225,4,10.059030437,4.2427285329,4.2403131911,13.497959501,11.248924528,4,1.2999579021,1.1609122487,0.2098660205,2.805534412,1.0922155879,0,,,,,,20,68.8937,59.177655357,1.362,165.65,78.0525,20,7.0346117196,5.8957536741,0.1958863859,15.54,7.3957282207,0,,,,,,High,0.38,2.23,3600,19.3,26.975,31110.166667,7.635,103.46666667,7.19,72.2,8.0747922438,361.08033241,71,,611.8,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,,,,2012,,,,fiddler crab,3,0.6824666667,0.2740455133,0.3687,0.8749,0.8038,3,0.2175666667,0.1005872921,0.1032,0.2923,0.2572,3,12.333333333,1.5275252317,11,14,12,3,12.6,0.2645751311,12.3,12.8,12.7,3,21.133333333,1.5275252317,19.8,22.8,20.8,3,28.24,4.4712861684,23.46,32.32,28.94,FS,2012,July,4,0.2266430975,0.2074116382,0.0577551289,0.5253363186,0.1617404712,4,19.92625,6.1820241763,12.54,27.52,19.8225,4,10.059030437,4.2427285329,4.2403131911,13.497959501,11.248924528,4,1.2999579021,1.1609122487,0.2098660205,2.805534412,1.0922155879,0,,,,,,20,68.8937,59.177655357,1.362,165.65,78.0525,20,7.0346117196,5.8957536741,0.1958863859,15.54,7.3957282207,0,,,,,,High,0.38,2.23,3600,19.3,26.975,31110.166667,7.635,103.46666667,7.19,72.2,8.0747922438,361.08033241,71,,611.8,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,,,,2012,,,,grass shrimp,3,0.5174,0.232701676,0.3825,0.7861,0.3836,3,0.1099333333,0.0497776389,0.0802,0.1674,0.0822,3,37.666666667,3.7859388972,35,42,36,3,31.7,8.3192547743,26.6,41.3,27.2,3,41.366666667,8.0376198799,34.1,50,40,3,40.723333333,8.8897375289,33.99,50.8,37.38,FS,2012,July,4,0.2266430975,0.2074116382,0.0577551289,0.5253363186,0.1617404712,4,19.92625,6.1820241763,12.54,27.52,19.8225,4,10.059030437,4.2427285329,4.2403131911,13.497959501,11.248924528,4,1.2999579021,1.1609122487,0.2098660205,2.805534412,1.0922155879,0,,,,,,20,68.8937,59.177655357,1.362,165.65,78.0525,20,7.0346117196,5.8957536741,0.1958863859,15.54,7.3957282207,0,,,,,,High,0.38,2.23,3600,19.3,26.975,31110.166667,7.635,103.46666667,7.19,72.2,8.0747922438,361.08033241,71,,611.8,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,,,,2012,,,,killifish,6,2.8776333333,1.7737226984,1.0024,5.3744,2.44275,6,0.8250166667,0.4903659589,0.3533,1.5143,0.6955,6,59.166666667,10.815112883,46,74,58,6,38.483333333,16.675421034,19.5,59.6,40,6,40.916666667,16.200545258,22,61.3,42.8,6,55.736666667,14.191122107,31.87,68.53,61.18,FS,2012,July,4,0.2266430975,0.2074116382,0.0577551289,0.5253363186,0.1617404712,4,19.92625,6.1820241763,12.54,27.52,19.8225,4,10.059030437,4.2427285329,4.2403131911,13.497959501,11.248924528,4,1.2999579021,1.1609122487,0.2098660205,2.805534412,1.0922155879,0,,,,,,20,68.8937,59.177655357,1.362,165.65,78.0525,20,7.0346117196,5.8957536741,0.1958863859,15.54,7.3957282207,0,,,,,,High,0.38,2.23,3600,19.3,26.975,31110.166667,7.635,103.46666667,7.19,72.2,8.0747922438,361.08033241,71,,611.8,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,,,,2012,,,,mummichog,6,3.7575666667,1.2954693584,2.2137,5.2419,3.9061,6,1.0584666667,0.4055540786,0.5822,1.6213,1.0966,6,64.333333333,7.1460945045,55,75,65,6,48.483333333,7.0283473638,41.9,60.5,45.7,6,51.933333333,6.7648109114,45.9,63.8,49.6,6,62.636666667,14.400905064,44.31,80.13,58.39,FS,2012,July,4,0.2266430975,0.2074116382,0.0577551289,0.5253363186,0.1617404712,4,19.92625,6.1820241763,12.54,27.52,19.8225,4,10.059030437,4.2427285329,4.2403131911,13.497959501,11.248924528,4,1.2999579021,1.1609122487,0.2098660205,2.805534412,1.0922155879,0,,,,,,20,68.8937,59.177655357,1.362,165.65,78.0525,20,7.0346117196,5.8957536741,0.1958863859,15.54,7.3957282207,0,,,,,,High,0.38,2.23,3600,19.3,26.975,31110.166667,7.635,103.46666667,7.19,72.2,8.0747922438,361.08033241,71,,611.8,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,,,,2012,,,,ribbed mussel,3,2.7649666667,1.009661638,1.6991,3.707,2.8888,3,0.4294,0.1539467116,0.2724,0.5801,0.4357,3,24,3.4641016151,22,28,22,3,42.033333333,3.1754264805,40.2,45.7,40.2,3,74.8,0.1,74.7,74.9,74.8,3,90.283333333,5.2016375627,86.99,96.28,87.58,FS,2012,July,4,0.2266430975,0.2074116382,0.0577551289,0.5253363186,0.1617404712,4,19.92625,6.1820241763,12.54,27.52,19.8225,4,10.059030437,4.2427285329,4.2403131911,13.497959501,11.248924528,4,1.2999579021,1.1609122487,0.2098660205,2.805534412,1.0922155879,0,,,,,,20,68.8937,59.177655357,1.362,165.65,78.0525,20,7.0346117196,5.8957536741,0.1958863859,15.54,7.3957282207,0,,,,,,High,0.38,2.23,3600,19.3,26.975,31110.166667,7.635,103.46666667,7.19,72.2,8.0747922438,361.08033241,71,,611.8,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,,,,2012,,,,silverside,4,1.55915,0.1979730874,1.4044,1.8276,1.5023,1,0.5403,,0.5403,0.5403,0.5403,4,63.25,2.3629078131,60,65,64,4,68.15,32.493127478,42,115,57.8,4,68.975,33.239371735,41.8,116.8,58.65,4,76.9475,20.569299737,58.87,106.46,71.23,FS,2012,July,4,0.2266430975,0.2074116382,0.0577551289,0.5253363186,0.1617404712,4,19.92625,6.1820241763,12.54,27.52,19.8225,4,10.059030437,4.2427285329,4.2403131911,13.497959501,11.248924528,4,1.2999579021,1.1609122487,0.2098660205,2.805534412,1.0922155879,0,,,,,,20,68.8937,59.177655357,1.362,165.65,78.0525,20,7.0346117196,5.8957536741,0.1958863859,15.54,7.3957282207,0,,,,,,High,0.38,2.23,3600,19.3,26.975,31110.166667,7.635,103.46666667,7.19,72.2,8.0747922438,361.08033241,71,,611.8,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,,,,,2012,,,,snail,3,1.5652333333,0.234759139,1.3525,1.8171,1.5261,3,0.2350333333,0.0282399245,0.2077,0.2641,0.2333,3,15.866666667,0.7571877794,15,16.4,16.2,3,10.766666667,7.1654262492,2.5,15.2,14.6,3,299.36666667,67.100844505,222,341.7,334.4,3,376.38,52.934160048,334.97,436.02,358.15,FS,2012,July,4,0.2266430975,0.2074116382,0.0577551289,0.5253363186,0.1617404712,4,19.92625,6.1820241763,12.54,27.52,19.8225,4,10.059030437,4.2427285329,4.2403131911,13.497959501,11.248924528,4,1.2999579021,1.1609122487,0.2098660205,2.805534412,1.0922155879,0,,,,,,20,68.8937,59.177655357,1.362,165.65,78.0525,20,7.0346117196,5.8957536741,0.1958863859,15.54,7.3957282207,0,,,,,,High,0.38,2.23,3600,19.3,26.975,31110.166667,7.635,103.46666667,7.19,72.2,8.0747922438,361.08033241,71,,611.8,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,,,,2012,,,,Asian clam,3,0.5722666667,0.3857614591,0.2273,0.9888,0.5007,3,0.0926666667,0.0570645541,0.0341,0.1481,0.0958,3,20,5,15,25,20,3,16.8,4.0841155713,12.2,20,18.2,3,25.6,5.4990908339,19.6,30.4,26.8,2,33.995,3.6981684656,31.38,36.61,33.995,GC,2012,July,4,1.5121281141,0.1947626071,1.2478106924,1.7175202103,1.5415907769,4,275.272,17.178506648,256.238,297.474,273.688,4,7.6005619402,0.5701341651,7.0885747892,8.4045351844,7.4545688937,4,0.5532520643,0.0951194452,0.419468825,0.6357701002,0.5788846659,0,,,,,,20,259.380375,71.972393208,66.653,338.125,272.5975,20,8.6767800317,1.4199884391,5.5643879173,11.740890688,8.7886314882,0,,,,,,High,0.57,2.53,2550,0.6,27.72,1148.6666667,7.61,90.733333333,6.9566666667,32.7,1.5596330275,291.13149847,10.59,,806.96,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,,,,2012,,,,blue crab,3,7.8155666667,4.5696600774,2.7102,11.5229,9.2136,3,2.5174666667,2.4151219355,0.7979,5.2786,1.4759,3,49,4.582575695,44,53,50,3,15.766666667,13.651495645,2,29.3,16,3,21.4,17.62980431,2.5,37.4,24.3,3,24.896666667,21.04049033,3.03,45,26.66,GC,2012,July,4,1.5121281141,0.1947626071,1.2478106924,1.7175202103,1.5415907769,4,275.272,17.178506648,256.238,297.474,273.688,4,7.6005619402,0.5701341651,7.0885747892,8.4045351844,7.4545688937,4,0.5532520643,0.0951194452,0.419468825,0.6357701002,0.5788846659,0,,,,,,20,259.380375,71.972393208,66.653,338.125,272.5975,20,8.6767800317,1.4199884391,5.5643879173,11.740890688,8.7886314882,0,,,,,,High,0.57,2.53,2550,0.6,27.72,1148.6666667,7.61,90.733333333,6.9566666667,32.7,1.5596330275,291.13149847,10.59,,806.96,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,,,,2012,,,,grass shrimp,3,0.5425666667,0.3553479469,0.3121,0.9518,0.3638,3,0.1207,0.0689367826,0.0805,0.2003,0.0813,3,40,3.6055512755,37,44,39,3,18.766666667,7.2858309981,13.6,27.1,15.6,3,46.633333333,6.5729242604,39.1,51.2,49.6,3,54.3,8.2872130418,45.55,62.03,55.32,GC,2012,July,4,1.5121281141,0.1947626071,1.2478106924,1.7175202103,1.5415907769,4,275.272,17.178506648,256.238,297.474,273.688,4,7.6005619402,0.5701341651,7.0885747892,8.4045351844,7.4545688937,4,0.5532520643,0.0951194452,0.419468825,0.6357701002,0.5788846659,0,,,,,,20,259.380375,71.972393208,66.653,338.125,272.5975,20,8.6767800317,1.4199884391,5.5643879173,11.740890688,8.7886314882,0,,,,,,High,0.57,2.53,2550,0.6,27.72,1148.6666667,7.61,90.733333333,6.9566666667,32.7,1.5596330275,291.13149847,10.59,,806.96,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,,,,2012,,,,killifish,3,1.0035333333,0.1935746454,0.7903,1.1682,1.0521,3,0.2616666667,0.0315769431,0.2273,0.2894,0.2683,3,43,4,39,47,43,3,50.1,7.9227520471,41.4,56.9,52,3,53.9,8.839117603,44.2,61.5,56,3,73.403333333,9.6253432839,65.72,84.2,70.29,GC,2012,July,4,1.5121281141,0.1947626071,1.2478106924,1.7175202103,1.5415907769,4,275.272,17.178506648,256.238,297.474,273.688,4,7.6005619402,0.5701341651,7.0885747892,8.4045351844,7.4545688937,4,0.5532520643,0.0951194452,0.419468825,0.6357701002,0.5788846659,0,,,,,,20,259.380375,71.972393208,66.653,338.125,272.5975,20,8.6767800317,1.4199884391,5.5643879173,11.740890688,8.7886314882,0,,,,,,High,0.57,2.53,2550,0.6,27.72,1148.6666667,7.61,90.733333333,6.9566666667,32.7,1.5596330275,291.13149847,10.59,,806.96,,,
