site name,site code,state,system,subsite,latitude,longitude,individual ID,sample_date,sample date,sample month,sample year,sample type,sample depth (cm),sediment MeHg (ng/g DW),mehg_units,sediment THg (ng/g DW),total_hg_units,%LOI,%MeHg,,,,notes,notes 2,notes 3,,,,,file name for data pull
Northeast Creek,NEC-H,ME,Mt. Desert Island,HOC,44.4238,-68.32529,,09/01/2013,,September,2013,core,2-4,1.84456334571839,(ng/g DW),89.95,(ng/g DW),21.2,2,,,,,,,,,,,OHH2013_SummTab-working
Northeast Creek,NEC-H,ME,Mt. Desert Island,HOC,44.4238,-68.32529,,09/01/2013,,September,2013,core,4-6,0.396531750544002,(ng/g DW),96.91,(ng/g DW),20.33,0,,,,,,,,,,,OHH2013_SummTab-working
Northeast Creek,NEC-H,ME,Mt. Desert Island,HOC,44.4238,-68.32529,,09/01/2013,,September,2013,core,6-8,0.09347980356188,(ng/g DW),87.58,(ng/g DW),19.15,0,,,,,,,,,,,OHH2013_SummTab-working
Northeast Creek,NEC-H,ME,Mt. Desert Island,HOC,44.4238,-68.32529,,09/01/2013,,September,2013,core,8-10,0.073137470413106,(ng/g DW),80.54,(ng/g DW),17.38,0,,,,,,,,,,,OHH2013_SummTab-working
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,09/01/2013,,September,2013,core,0-2,0.828902169276707,(ng/g DW),2.45,(ng/g DW),9.11,34,,,,,,,,,,,OHH2013_SummTab-working
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,09/01/2013,,September,2013,core,2-4,0.206077463317466,(ng/g DW),38.62,(ng/g DW),8.49,1,,,,,,,,,,,OHH2013_SummTab-working
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,09/01/2013,,September,2013,core,4-6,0.087739055169189,(ng/g DW),40.72,(ng/g DW),8.24,0,,,,,,,,,,,OHH2013_SummTab-working
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,09/01/2013,,September,2013,core,6-8,0.081076313599835,(ng/g DW),42.4,(ng/g DW),9.1,0,,,,,,,,,,,OHH2013_SummTab-working
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,09/01/2013,,September,2013,core,8-10,0.051801950690111,(ng/g DW),37.61,(ng/g DW),7.38,0,,,,,,,,,,,OHH2013_SummTab-working
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,09/01/2013,,September,2013,core,0-2,0.544543139997093,(ng/g DW),38.8,(ng/g DW),9.63,1,,,,,,,,,,,OHH2013_SummTab-working
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,09/01/2013,,September,2013,core,2-4,0.495211009921546,(ng/g DW),40.51,(ng/g DW),9.25,1,,,,,,,,,,,OHH2013_SummTab-working
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,09/01/2013,,September,2013,core,4-6,0.183095575538789,(ng/g DW),38.68,(ng/g DW),8.15,0,,,,,,,,,,,OHH2013_SummTab-working
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,09/01/2013,,September,2013,core,6-8,0.03208651564394,(ng/g DW),37.86,(ng/g DW),8.17,0,,,,,,,,,,,OHH2013_SummTab-working
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,09/01/2013,,September,2013,core,8-10,0.021488748834992,(ng/g DW),41.26,(ng/g DW),8.46,0,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,08/01/2013,,August,2013,core,0-2,0.15505607,(ng/g DW),56.92,(ng/g DW),13.17,0,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,08/01/2013,,August,2013,core,2-4,0.10992332,(ng/g DW),51.63,(ng/g DW),6.56,0,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,08/01/2013,,August,2013,core,4-6,0.09086727,(ng/g DW),58.5,(ng/g DW),6.53,0,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,08/01/2013,,August,2013,core,6-8,0.07000591,(ng/g DW),60.83,(ng/g DW),7.11,0,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,08/01/2013,,August,2013,core,8-10,0.07341594,(ng/g DW),75.8,(ng/g DW),6.94,0,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,08/01/2013,,August,2013,core,0-2,0.06077877,(ng/g DW),78.86,(ng/g DW),21.39,0,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,08/01/2013,,August,2013,core,2-4,0.05054868,(ng/g DW),75.04,(ng/g DW),15.16,0,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,08/01/2013,,August,2013,core,4-6,0.04934514,(ng/g DW),60.61,(ng/g DW),11.19,0,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,08/01/2013,,August,2013,core,6-8,0.04232449,(ng/g DW),44.36,(ng/g DW),8.91,0,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-H,CT,Long Island Sound,HOC,41.34012,-71.87455,,08/01/2013,,August,2013,core,8-10,0.02507375,(ng/g DW),47.57,(ng/g DW),10.37,0,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,08/01/2013,,August,2013,core,0-2,0.21282599,(ng/g DW),9.98,(ng/g DW),1.62,2,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,08/01/2013,,August,2013,core,2-4,0.111628335,(ng/g DW),9.21,(ng/g DW),1.06,1,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,08/01/2013,,August,2013,core,4-6,0.09528025,(ng/g DW),8.88,(ng/g DW),0.95,1,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,08/01/2013,,August,2013,core,6-8,0.0240708,(ng/g DW),14.33,(ng/g DW),1.15,0,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,08/01/2013,,August,2013,core,8-10,0.080236,(ng/g DW),15.05,(ng/g DW),1.06,1,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,08/01/2013,,August,2013,core,0-2,0.413763475,(ng/g DW),4.11,(ng/g DW),1.01,10,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,08/01/2013,,August,2013,core,2-4,0.39209255,(ng/g DW),3.89,(ng/g DW),0.87,10,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,08/01/2013,,August,2013,core,4-6,0.4293867,(ng/g DW),4.26,(ng/g DW),0.83,10,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,08/01/2013,,August,2013,core,6-8,0.46668085,(ng/g DW),4.63,(ng/g DW),0.96,10,,,,,,,,,,,OHH2013_SummTab-working
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,,08/01/2013,,August,2013,core,8-10,0.564452,(ng/g DW),5.6,(ng/g DW),0.76,10,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,08/01/2013,,August,2013,core,0-2,0.07841850416951,(ng/g DW),131.32,(ng/g DW),12.61,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,08/01/2013,,August,2013,core,2-4,0.083758717917239,(ng/g DW),151.31,(ng/g DW),13.15,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,08/01/2013,,August,2013,core,4-6,0.019674239385803,(ng/g DW),153.69,(ng/g DW),11.14,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,08/01/2013,,August,2013,core,6-8,0.041733019623202,(ng/g DW),232.52,(ng/g DW),5.8,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,08/01/2013,,August,2013,core,8-10,0.041183320596223,(ng/g DW),137.35,(ng/g DW),4.64,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,08/01/2013,,August,2013,core,0-2,0.078795945675018,(ng/g DW),71.669,(ng/g DW),7.35,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,08/01/2013,,August,2013,core,2-4,0.034879551108388,(ng/g DW),74.963,(ng/g DW),5.29,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,08/01/2013,,August,2013,core,4-6,0.018720549978641,(ng/g DW),51.604,(ng/g DW),2.82,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,08/01/2013,,August,2013,core,6-8,0.032280809428383,(ng/g DW),39.4,(ng/g DW),1.9,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-H,CT,Long Island Sound,HOC,41.30648,-72.11813,,08/01/2013,,August,2013,core,8-10,0.01162887335498,(ng/g DW),55.638,(ng/g DW),2.09,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,08/01/2013,,August,2013,core,0-2,0.317640021452445,(ng/g DW),29.127,(ng/g DW),1.81,1,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,08/01/2013,,August,2013,core,2-4,0.104821819328076,(ng/g DW),16.767,(ng/g DW),1.11,1,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,08/01/2013,,August,2013,core,4-6,0.120330804540494,(ng/g DW),13.887,(ng/g DW),0.77,1,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,08/01/2013,,August,2013,core,6-8,0.185146215638917,(ng/g DW),24.267,(ng/g DW),1.07,1,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,08/01/2013,,August,2013,core,8-10,0.114650557755929,(ng/g DW),15.659,(ng/g DW),0.97,1,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,08/01/2013,,August,2013,core,0-2,0.16067259,(ng/g DW),36.265,(ng/g DW),8.05,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,08/01/2013,,August,2013,core,2-4,0.049244845,(ng/g DW),33.778,(ng/g DW),5.58,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,08/01/2013,,August,2013,core,4-6,0.02025959,(ng/g DW),45.089,(ng/g DW),4.41,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,08/01/2013,,August,2013,core,6-8,0.01484366,(ng/g DW),69.464,(ng/g DW),3.26,0,,,,,,,,,,,OHH2013_SummTab-working
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,,08/01/2013,,August,2013,core,8-10,0.01243658,(ng/g DW),55.044,(ng/g DW),2.78,0,,,,,,,,,,,OHH2013_SummTab-working
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,PTP 1-0-2,07/01/2012,,July,2012,core,0-2,1.89317229386935,(ng/g DW),267.52,(ng/g DW),8.44,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,1-2-4,07/01/2012,,July,2012,core,2-4,1.70580569185213,(ng/g DW),208.92,(ng/g DW),7.33,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,1-4-6,07/01/2012,,July,2012,core,4-6,1.27939602202509,(ng/g DW),201.55,(ng/g DW),7.07,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,1-6-8,07/01/2012,,July,2012,core,6-8,1.25712692871947,(ng/g DW),248.68,(ng/g DW),7.35,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,1-8-10,07/01/2012,,July,2012,core,8-10,1.4334068702277,(ng/g DW),229.11,(ng/g DW),9.23,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,PTP 2-0-2,07/01/2012,,July,2012,core,0-2,1.5584680561374,(ng/g DW),221.43,(ng/g DW),7.76,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,2-2-4,07/01/2012,,July,2012,core,2-4,1.10617682771154,(ng/g DW),215.18,(ng/g DW),7.15,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,2-4-6,07/01/2012,,July,2012,core,4-6,1.76034851949088,(ng/g DW),207.45,(ng/g DW),6.77,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,2-6-8,07/01/2012,,July,2012,core,6-8,1.63332813384882,(ng/g DW),295.66,(ng/g DW),9.82,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,2-8-10,07/01/2012,,July,2012,core,8-10,0.85594732186358,(ng/g DW),305.42,(ng/g DW),10.86,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,TC 1-0-2,07/01/2012,,July,2012,core,0-2,0.495353916853891,(ng/g DW),114.07,(ng/g DW),4.88,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,1-2-4,07/01/2012,,July,2012,core,2-4,0.706247535644159,(ng/g DW),191.5,(ng/g DW),7.25,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,1-4-6,07/01/2012,,July,2012,core,4-6,1.03914509992156,(ng/g DW),189.82,(ng/g DW),8.4,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,1-6-8,07/01/2012,,July,2012,core,6-8,0.879397323818637,(ng/g DW),245.64,(ng/g DW),8.3,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,1-8-10,07/01/2012,,July,2012,core,8-10,0.004822882405385,(ng/g DW),186.68,(ng/g DW),7.26,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,TC 2-0-2,07/01/2012,,July,2012,core,0-2,0.153935184894138,(ng/g DW),107.94,(ng/g DW),1.96,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,2-2-4,07/01/2012,,July,2012,core,2-4,0.135243348541541,(ng/g DW),88.33,(ng/g DW),2.05,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,2-4-6,07/01/2012,,July,2012,core,4-6,0.129498943041903,(ng/g DW),96.98,(ng/g DW),2.3,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,2-6-8,07/01/2012,,July,2012,core,6-8,0.283213300792762,(ng/g DW),173.38,(ng/g DW),3.62,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,2-8-10,07/01/2012,,July,2012,core,8-10,0.226818581642238,(ng/g DW),166.06,(ng/g DW),3.37,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,EGC 1-0-2,07/01/2012,,July,2012,core,0-2,1.53917108857835,(ng/g DW),277.23,(ng/g DW),7.56,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,1-2-4,07/01/2012,,July,2012,core,2-4,1.71752021034674,(ng/g DW),270.15,(ng/g DW),7.34,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,1-4-6,07/01/2012,,July,2012,core,4-6,0.92030471121464,(ng/g DW),254.87,(ng/g DW),6.35,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,1-6-8,07/01/2012,,July,2012,core,6-8,0.964712104659995,(ng/g DW),302.98,(ng/g DW),6.45,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,1-8-10,07/01/2012,,July,2012,core,8-10,0.832111745291451,(ng/g DW),319.7,(ng/g DW),6.98,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,EGC 2-0-2,07/01/2012,,July,2012,core,0-2,1.24781069235929,(ng/g DW),297.47,(ng/g DW),8.4,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,2-2-4,07/01/2012,,July,2012,core,2-4,1.54401046530589,(ng/g DW),256.24,(ng/g DW),7.09,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,2-4-6,07/01/2012,,July,2012,core,4-6,1.58118901797817,(ng/g DW),284.5,(ng/g DW),8,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,2-6-8,07/01/2012,,July,2012,core,6-8,2.15816020259144,(ng/g DW),349.74,(ng/g DW),11.88,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,2-8-10,07/01/2012,,July,2012,core,8-10,1.41940674712876,(ng/g DW),362.24,(ng/g DW),12.21,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,LM 1-0-2,07/01/2012,,July,2012,core,0-2,0.257345994516027,(ng/g DW),137.78,(ng/g DW),7.32,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,1-2-4,07/01/2012,,July,2012,core,2-4,0.193579178453506,(ng/g DW),178.64,(ng/g DW),7.04,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,1-4-6,07/01/2012,,July,2012,core,4-6,0.143339377915029,(ng/g DW),162.49,(ng/g DW),6.13,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,1-6-8,07/01/2012,,July,2012,core,6-8,0.141808193434192,(ng/g DW),145.84,(ng/g DW),6.72,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,1-8-10,07/01/2012,,July,2012,core,8-10,0.150914087325378,(ng/g DW),148,(ng/g DW),5.68,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,LM 2-0-2,07/01/2012,,July,2012,core,0-2,1.51790591649239,(ng/g DW),220.79,(ng/g DW),7.41,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,2-2-4,07/01/2012,,July,2012,core,2-4,1.21754629329692,(ng/g DW),194.08,(ng/g DW),7.11,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,2-4-6,07/01/2012,,July,2012,core,4-6,0.633981611660037,(ng/g DW),131.97,(ng/g DW),6.42,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,2-6-8,07/01/2012,,July,2012,core,6-8,0.131012718931689,(ng/g DW),85.64,(ng/g DW),6.76,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,2-8-10,07/01/2012,,July,2012,core,8-10,0.038323889505727,(ng/g DW),42.49,(ng/g DW),5.54,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,LM2 1-0-2,07/01/2012,,July,2012,core,0-2,1.01540116555414,(ng/g DW),247.55,(ng/g DW),5.19,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,1-2-4,07/01/2012,,July,2012,core,2-4,0.350153719493107,(ng/g DW),312.33,(ng/g DW),7.1,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,1-4-6,07/01/2012,,July,2012,core,4-6,0.233914870103918,(ng/g DW),281.11,(ng/g DW),8.56,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,1-6-8,07/01/2012,,July,2012,core,6-8,0.156869120538089,(ng/g DW),213.95,(ng/g DW),9.01,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,1-8-10,07/01/2012,,July,2012,core,8-10,0.217438760658523,(ng/g DW),250.22,(ng/g DW),9.16,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,LM2 2-0-2,07/01/2012,,July,2012,core,0-2,1.01327289519103,(ng/g DW),200.4,(ng/g DW),5.72,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,2-2-4,07/01/2012,,July,2012,core,2-4,0.945293526536533,(ng/g DW),225.61,(ng/g DW),6.99,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,2-4-6,07/01/2012,,July,2012,core,4-6,0.896164398312407,(ng/g DW),478.08,(ng/g DW),8.54,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,2-6-8,07/01/2012,,July,2012,core,6-8,0.556115049576719,(ng/g DW),400.8,(ng/g DW),9.24,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,2-8-10,07/01/2012,,July,2012,core,8-10,0.326889623277569,(ng/g DW),352.1,(ng/g DW),9.15,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,PL 1-0-2,07/01/2012,,July,2012,core,0-2,0.566460377273981,(ng/g DW),223.17,(ng/g DW),7.06,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,1-2-4,07/01/2012,,July,2012,core,2-4,0.368269784230597,(ng/g DW),281.71,(ng/g DW),8.23,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,1-4-6,07/01/2012,,July,2012,core,4-6,0.370187550932534,(ng/g DW),312.56,(ng/g DW),9.55,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,1-6-8,07/01/2012,,July,2012,core,6-8,0.743117491588223,(ng/g DW),461.79,(ng/g DW),9.29,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,1-8-10,07/01/2012,,July,2012,core,8-10,0.817301025043892,(ng/g DW),533.42,(ng/g DW),8.81,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,PL 2-0-2,07/01/2012,,July,2012,core,0-2,0.012194653195874,(ng/g DW),16.98,(ng/g DW),0.67,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,2-2-4,07/01/2012,,July,2012,core,2-4,0.017819022021906,(ng/g DW),11.88,(ng/g DW),0.57,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,2-4-6,07/01/2012,,July,2012,core,4-6,0.039858072974237,(ng/g DW),19.08,(ng/g DW),6.31,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,2-6-8,07/01/2012,,July,2012,core,6-8,0.02294194729365,(ng/g DW),28.96,(ng/g DW),13.4,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,2-8-10,07/01/2012,,July,2012,core,8-10,0.017464822514724,(ng/g DW),30.21,(ng/g DW),12.89,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,BW 1-0-2,07/01/2012,,July,2012,core,0-2,8.86644946525652,(ng/g DW),169.38,(ng/g DW),14.04,5,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,1-2-4,07/01/2012,,July,2012,core,2-4,9.36520512611025,(ng/g DW),321.93,(ng/g DW),20.62,3,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,1-4-6,07/01/2012,,July,2012,core,4-6,11.4802539154004,(ng/g DW),302.18,(ng/g DW),23.86,4,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
