site name,site code,state,system,subsite,latitude,longitude,individual ID,sample date,sample month,sample day,sample year,taxonomic group,Genus,species,common name,wet weight (g),dry weight (g),length (mm),width (mm),MeHg (ng/g DW),iHg (ng/g DW),THg sum species (ng/g DW),THg DMA (ng/g DW),tissue,n (if composite),notes,notes 2,notes 3,DORM % recovery,TORT2 % recovery,analysis duplicate RPD,,file name for data pull,,,MeHg DL,iHg DL
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5810,,July,,2013,teleost,Menidia,menidia,silverside,0.989000000000001,0.2109,53,,24.8,<mdl,24.8162879668252,24.3,,,,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5816,,July,,2013,decapod,Callinectes,sapidus,blue crab,1.6097,0.2519,32,,10.3,<mdl,10.2578907205299,11.9,,,,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5817,,July,,2013,decapod,Callinectes,sapidus,blue crab,1.9475,0.560600000000001,50,,18.9,<mdl,18.865442679877,16.2,,,,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5818,,July,,2013,decapod,Callinectes,sapidus,blue crab,0.5442,0.1508,51,,13.149,8.557,21.7064660365764,31.17,,,,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5819,,July,,2013,teleost,Fundulus,majalis,striped killifish,6.8138,1.6836,86,,18.270,<mdl,19.6626486463686,20.35,,,,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5820,,July,,2013,teleost,Fundulus,majalis,striped killifish,12.2778,2.8953,101,,21.741,<mdl,22.1930257330028,24.53,,,,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5821,,July,,2013,teleost,Fundulus,majalis,striped killifish,6.6658,1.5865,84,,18.905,<mdl,19.717274846688,53.1,,,,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5822,,July,,2013,decapod,Callinectes,sapidus,blue crab,5.6854,,37,,11.206,<mdl,4.76342081423574,10.3,,,weighed crab only in a weigh boat,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5824,,July,,2013,decapod,Callinectes,sapidus,blue crab,7.0691,,39,,9.844,<mdl,3.21753334002661,9.9,,,weighed crab only in a weigh boat,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5825,,July,,2013,decapod,Callinectes,sapidus,blue crab,57.1634,,75,,15.622,<mdl,18.4347746125249,13.58,,,weighed crab only in a weigh boat,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5826,,July,,2013,decapod,Callinectes,sapidus,blue crab,18.9664,,57,,17.345,<mdl,19.2975845604192,6.84,,,weighed crab only in a weigh boat,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5827,,July,,2013,decapod,Callinectes,sapidus,blue crab,43.5465,,69,,8.149,<mdl,8.24631581554165,16.4,,,weighed crab only in a weigh boat,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5829,,July,,2013,decapod,Callinectes,sapidus,blue crab,71.6872,,82,,15.188,<mdl,18.3923056246783,9.81,,,weighed crab only in a weigh boat,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5830,,July,,2013,decapod,Callinectes,sapidus,blue crab,42.3013,,72,,15.417,5.566,20.9832514795275,26.82,,,weighed crab only in a weigh boat,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5831,,July,,2013,teleost,Fundulus,majalis,striped killifish,8.3638,2.1579,90,,17.425,<mdl,18.2976128779555,22.37,,,,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5832,,July,,2013,teleost,Fundulus,majalis,striped killifish,9.4195,2.3722,92,,17.093,<mdl,19.8053620370272,14.83,,,,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5833,,July,,2013,teleost,Fundulus,majalis,striped killifish,1.9082,3.1553,106,,20.292,<mdl,21.7856674432638,29.85,,,,,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5835,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,8.8664,2.0188,80,,30.775,<mdl,31.0895673300569,33.39,,,"marked mummichog, banded killi?",,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5839,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,4.6619,1.1512,69,,30.792,<mdl,31.2376789336005,36.45,,,"marked mummichog, banded killi?",,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5840,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,4.9893,1.1574,71,,22.473,<mdl,24.4965076755205,27.43,,,"marked mummichog, banded killi?",,,,,,,,,,,
Parker's Creek,PC-L,MD,Chesapeake,LOC,38.53622,-76.5175,5841,,July,,2013,teleost,Fundulus,heteroclitus,mummichog,4.6396,1.1259,66,,23.020,<mdl,24.1748495320354,,,,"marked mummichog, banded killi?",,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5854,,September,,2013,decapod,Carcinus,maenas,green crab,27.7531,9.0133,49,,58.823,6.403,65.226426624332,129.57,,,weighed crab only in a weigh boat,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5855,,September,,2013,decapod,Carcinus,maenas,green crab,23.3475,7.4994,48,,244.747,11.000,255.676459342413,174.5,,,weighed crab only in a weigh boat,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5856,,September,,2013,decapod,Carcinus,maenas,green crab,31.8762,10.6989,54,,45.645,5.407,51.0521034525454,42.44,,,weighed crab only in a weigh boat,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5857,,September,,2013,decapod,Carcinus,maenas,green crab,36.9597,12.9239,55,,36.697,5.890,42.5867816666658,38.12,,,weighed crab only in a weigh boat,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5858,,September,,2013,decapod,Carcinus,maenas,green crab,33.0469,6.0142,57,,25.923,7.915,33.8376723934013,29.43,,,weighed crab only in a weigh boat,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5859,,September,,2013,decapod,Carcinus,maenas,green crab,13.8039,4.2701,40,,32.731,8.000,40.7413282482469,43.9,,,weighed crab only in a weigh boat,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5861,,September,,2013,decapod,Carcinus,maenas,green crab,15.0512,3.7105,41,,62.860,<mdl,65.8346715960092,70.65,,,weighed crab only in a weigh boat,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5863,,September,,2013,decapod,Carcinus,maenas,green crab,40.5366,7.0032,58,,144.263,12.957,157.220438280517,139.92,,,weighed crab only in a weigh boat,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5864,,September,,2013,decapod,Carcinus,maenas,green crab,57.2108,18.0599,63,,149.071,6.912,155.982946431651,97.66,,,weighed crab only in a weigh boat,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5865,,September,,2013,decapod,Carcinus,maenas,green crab,51.048,11.8306,64,,77.197,5.484,82.681575290215,58.58,,,weighed crab only in a weigh boat,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5868,,September,,2013,teleost,,,stickleback,0.491499999999999,0.1221,41,,187.181,<mdl,183.725269500844,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5869,,September,,2013,teleost,,,stickleback,0.325700000000001,0.0877,39,,180.322,<mdl,174.839120912984,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5870,,September,,2013,teleost,,,stickleback,0.445800000000002,0.1231,42,,165.459,<mdl,159.057570104577,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5871,,September,,2013,teleost,,,stickleback,0.573,0.158,46,,170.155,<mdl,164.229394439778,164,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5873,,September,,2013,teleost,,,stickleback,0.329499999999999,0.0704,35,,186.247,<mdl,179.834133635576,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5879,,September,,2013,gastropod,Littorina,littorea,periwinkle,0.698699999999999,0.080499999999997,18,,40.118,80.000,120.411649639056,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5880,,September,,2013,bivalve,,,mussel,9.1858,0.609300000000001,52,,81.681,85.536,167.216428496097,180.0,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5881,,September,,2013,bivalve,,,mussel,11.9863,1.003,60,,71.579,40.488,112.06725483112,119.6,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5882,,September,,2013,bivalve,,,mussel,14.4498,1.0891,63,,138.563,64.601,203.163858585508,240.0,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5883,,September,,2013,bivalve,,,mussel,1.5608,0.846899999999998,63,,193.820,90.426,284.246137707227,282.7,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5884,,September,,2013,bivalve,,,mussel,19.3733,0.5749,58,,202.933,99.674,302.606809905734,281.3,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5885,,September,,2013,bivalve,,,mussel,10.9385,0.7957,66,,188.423,87.366,275.788738389972,270.5,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5886,,September,,2013,bivalve,,,mussel,7.5618,0.558700000000002,58,,178.166,111.621,289.787305791828,292.8,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5887,,September,,2013,bivalve,,,mussel,1.2971,0.192399999999999,39,,166.607,109.858,276.465510529991,268.2,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5888,,September,,2013,bivalve,,,mussel,6.1061,0.4696,53,,190.574,101.902,292.475817739039,298.9,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5889,,September,,2013,bivalve,,,mussel,2.4251,0.2517,52,,140.057,113.512,253.568937464713,273.8,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5890,,September,,2013,gastropod,Littorina,littorea,periwinkle,0.6967,0.126100000000001,18,,32.678,109.519,142.196878266153,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5891,,September,,2013,gastropod,Littorina,littorea,periwinkle,0.868200000000002,0.1815,21,,43.318,103.178,146.496508167286,136.5,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5892,,September,,2013,gastropod,Littorina,littorea,periwinkle,0.714500000000001,0.112,17,,52.303,59.049,111.352095604979,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5893,,September,,2013,gastropod,Littorina,littorea,periwinkle,0.892900000000001,0.1951,21,,34.343,70.078,104.421326045641,117,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5894,,September,,2013,gastropod,Littorina,littorea,periwinkle,0.860399999999999,0.1662,19,,32.856,95.050,127.905897061584,128,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5895,,September,,2013,gastropod,Littorina,littorea,periwinkle,1.0183,0.2362,22,,36.036,72.203,108.23832702727,57,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5896,,September,,2013,gastropod,Littorina,littorea,periwinkle,0.665699999999998,0.163599999999999,16,,40.140,43.573,83.7125788763973,44,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5897,,September,,2013,gastropod,Littorina,littorea,periwinkle,0.805,0.1769,18,,35.330,80.246,115.575792334372,111,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5898,,September,,2013,gastropod,Littorina,littorea,periwinkle,0.899000000000001,0.2133,16,,38.865,54.790,93.6548694199936,84,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5899,,September,,2013,teleost,Fundulus,sp.,killifish,4.2259,1.0992,71,,55.025,<MDL,59.9798100001838,50,,,only marked killifish. Banded? Mummichog?,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5900,,September,,2013,teleost,Fundulus,sp.,killifish,4.1344,0.9867,65,,76.702,<MDL,83.6002130602941,78,,,only marked killifish. Banded? Mummichog?,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5901,,September,,2013,teleost,Fundulus,sp.,killifish,0.271500000000003,0.0593,31,,92.083,<MDL,97.0728506335718,,,,only marked killifish. Banded? Mummichog?,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5902,,September,,2013,teleost,Fundulus,sp.,killifish,0.119300000000003,0.0296,26,,76.026,<MDL,78.9755010992567,,,,only marked killifish. Banded? Mummichog?,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5903,,September,,2013,teleost,Fundulus,sp.,killifish,0.419599999999999,0.101,37,,64.840,<MDL,67.6435101244656,,,,only marked killifish. Banded? Mummichog?,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5904,,September,,2013,teleost,Fundulus,sp.,killifish,0.172900000000002,0.0394,31,,74.153,<MDL,76.3419469601105,,,,only marked killifish. Banded? Mummichog?,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5905,,September,,2013,teleost,Fundulus,sp.,killifish,0.238400000000002,0.0508,32,,101.675,<MDL,104.704311859885,,,,only marked killifish. Banded? Mummichog?,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5906,,September,,2013,teleost,Fundulus,sp.,killifish,0.217000000000002,0.0563,30,,94.608,<MDL,98.1314029676542,,,,only marked killifish. Banded? Mummichog?,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5908,,September,,2013,teleost,Fundulus,sp.,killifish,0.285600000000002,0.0594,33,,77.350,<MDL,79.9566355103805,,,,only marked killifish. Banded? Mummichog?,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5909,,September,,2013,teleost,Fundulus,sp.,killifish,0.334899999999998,0.084,34,,68.798,<MDL,70.2088761001194,,,,only marked killifish. Banded? Mummichog?,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5910,,September,,2013,teleost,Fundulus,sp.,killifish,0.3245,0.0697,36,,79.219,<MDL,80.4880183811538,,,,only marked killifish. Banded? Mummichog?,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5916,,September,,2013,teleost,Fundulus,sp.,killifish,0.216099999999997,0.045,25,,147.938,<MDL,148.901246741292,,,,only marked killifish. Banded? Mummichog?,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5917,,September,,2013,decapod,,,shrimp,2.0535,0.4605,61,,87.719,<MDL,90.2724522959781,90,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5918,,September,,2013,decapod,,,shrimp,1.3271,0.2502,54,,50.671,<MDL,55.1022496178276,51,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5919,,September,,2013,decapod,,,shrimp,1.5126,0.2949,46,,57.284,10.663,67.9464640876565,45,,,missing tail,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5920,,September,,2013,decapod,,,shrimp,0.679200000000002,0.1228,52,,26.305,<MDL,29.0310876135018,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5921,,September,,2013,decapod,,,shrimp,0.657500000000002,0.1347,45,,28.068,<MDL,32.8773671358334,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5922,,September,,2013,decapod,,,shrimp,0.611700000000003,0.1025,44,,42.981,<MDL,46.3723345105292,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5923,,September,,2013,decapod,,,shrimp,0.494500000000002,0.0743,43,,66.799,<MDL,67.2645065792307,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5924,,September,,2013,decapod,,,shrimp,0.581300000000002,0.1195,44,,50.393,<MDL,53.2342129956396,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5925,,September,,2013,decapod,,,shrimp,0.475199999999997,0.0971,41,,24.606,<MDL,31.295588116164,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5926,,September,,2013,decapod,,,shrimp,0.404100000000003,0.0667,41,,36.320,<MDL,38.960138198728,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5927,,September,,2013,decapod,,,shrimp,0.352600000000002,0.0805,38,,34.168,<MDL,38.4567409725762,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5928,,September,,2013,decapod,,,shrimp,0.48,0.0858,40,,55.794,<MDL,65.0081698849748,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5929,,September,,2013,decapod,,,shrimp,0.480699999999999,0.0986,40,,21.103,<MDL,24.1806544949381,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5930,,September,,2013,decapod,,,shrimp,0.447300000000002,0.0671,37,,38.917,<MDL,41.9384975604661,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5931,,September,,2013,decapod,,,shrimp,0.466899999999999,0.0828,41,,35.505,<MDL,41.7415232630269,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5932,,September,,2013,decapod,,,shrimp,0.197099999999999,0.0293,29,,19.534,<MDL,22.6347145050263,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5933,,September,,2013,decapod,,,shrimp,0.2056,0.0409,29,,29.275,<MDL,32.7191634757086,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5934,,September,,2013,decapod,,,shrimp,0.2026,0.0397,31,,26.407,<MDL,33.0612974152481,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5935,,September,,2013,decapod,,,shrimp,0.145599999999998,0.0218,30,,16.482,<MDL,21.5319593045087,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5936,,September,,2013,decapod,,,shrimp,0.380899999999997,0.0405,33,,32.052,<MDL,34.8344297579376,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5937,,September,,2013,decapod,,,shrimp,0.259300000000003,0.0484,34,,30.563,<MDL,33.2334256095228,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5938,,September,,2013,decapod,,,shrimp,0.2866,0.0523,33,,36.452,<MDL,43.6987870862643,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5939,,September,,2013,decapod,,,shrimp,0.2699,0.0518,34,,24.849,<MDL,29.6656417682646,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5940,,September,,2013,decapod,,,shrimp,0.2319,0.0328,31,,28.456,<MDL,31.8362564234022,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5941,,September,,2013,decapod,,,shrimp,0.221,0.041,29,,28.746,<MDL,31.2935477451373,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5942,,September,,2013,teleost,Menidia,menidia,silverside,1.1857,0.2487,63,,114.198,<MDL,115.22595750502,131,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5943,,September,,2013,teleost,Menidia,menidia,silverside,1.1669,0.2269,59,,153.470,<MDL,153.098803773271,164,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5944,,September,,2013,teleost,Menidia,menidia,silverside,1.081,0.2189,58,,109.100,<MDL,109.904572262611,121,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5945,,September,,2013,teleost,Menidia,menidia,silverside,1.3972,0.2855,65,,118.460,<MDL,118.397207875999,110,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5946,,September,,2013,teleost,Menidia,menidia,silverside,1.3283,0.2805,66,,148.954,<MDL,150.208246195915,147,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5947,,September,,2013,teleost,Menidia,menidia,silverside,1.4391,0.241,64,,119.122,<MDL,119.612229321118,129,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5948,,September,,2013,teleost,Menidia,menidia,silverside,1.1306,,66,,126.156,<MDL,125.92179351937,151,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5949,,September,,2013,teleost,Menidia,menidia,silverside,0.628900000000002,0.3401,61,,58.684,<MDL,57.9603215388956,71,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5950,,September,,2013,teleost,Menidia,menidia,silverside,1.8353,0.3877,61,,211.345,<MDL,210.299561604368,217,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5951,,September,,2013,teleost,Menidia,menidia,silverside,0.998199999999997,0.1906,56,,100.124,<MDL,99.2256796369759,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5952,,September,,2013,teleost,Menidia,menidia,silverside,0.630100000000002,0.1191,50,,101.783,<MDL,102.067425944793,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5953,,September,,2013,teleost,Menidia,menidia,silverside,0.793500000000002,0.1542,51,,124.004,<MDL,125.066671311056,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5954,,September,,2013,teleost,Menidia,menidia,silverside,0.650299999999998,0.1301,52,,89.328,<MDL,89.4286372397399,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5955,,September,,2013,teleost,Menidia,menidia,silverside,0.588700000000003,0.1115,51,,112.334,<MDL,112.568975510991,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5956,,September,,2013,teleost,Menidia,menidia,silverside,0.480600000000003,0.0925,45,,59.471,<MDL,59.6458414935741,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5957,,September,,2013,teleost,Menidia,menidia,silverside,0.491399999999999,0.0957,45,,93.192,<MDL,93.5010177714563,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5958,,September,,2013,teleost,Menidia,menidia,silverside,0.754199999999997,0.1565,54,,113.197,<MDL,116.529749720905,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5959,,September,,2013,teleost,Menidia,menidia,silverside,0.7346,0.156,51,,68.776,<MDL,71.7123257512239,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5960,,September,,2013,teleost,Menidia,menidia,silverside,0.640899999999999,0.1375,49,,98.112,<MDL,99.9314377636491,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5961,,September,,2013,teleost,Menidia,menidia,silverside,0.523499999999999,0.1057,46,,118.368,<MDL,122.814824344338,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5962,,September,,2013,teleost,Menidia,menidia,silverside,0.303699999999999,0.057400000000001,41,,121.858,<MDL,125.703501937389,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5963,,September,,2013,teleost,Menidia,menidia,silverside,0.292999999999999,0.0446,38,,130.471,<MDL,134.296118024394,,,,,,,,,,,,,,,
Bass Harbor,BH-L,ME,Mt. Desert Island,LOC,44.25297,-68.34876,5964,,September,,2013,teleost,Menidia,menidia,silverside,0.307300000000001,0.052300000000003,37,,109.594,<MDL,113.003752697727,,,,,,,,,,,,,,,
Northeast Creek,NEC-H,ME,Mt. Desert Island,HOC,44.4238,-68.32529,5983,,September,,2013,teleost,,,stickleback,0.1922,0.0435,30,,475.002,21.027,496.029098817603,,,,,,,,,,,,,,,
